img_path,mountain,sky,water
32686275852_60c8ecd6d5_b.jpg,True,True,False
32686412532_49747d60b4_b.jpg,True,True,True
32689244011_51c3b74c0d_b.jpg,True,True,False
32697581476_bbfe4c82c4_b.jpg,True,True,True
32700776317_2ff4f5edee_b.jpg,False,True,True
32713950521_ae42394681_b.jpg,False,True,True
32714073961_5119712b1b_b.jpg,True,True,False
32714158701_48328503ec_b.jpg,True,True,True
32714453141_b8c62eff09_b.jpg,True,True,False
32714952351_f5ba43b03d_b.jpg,True,True,False
32715217651_f2996c3fa2_b.jpg,True,True,False
32715353781_f66aa302c7_b.jpg,True,True,False
32715378431_8e58a25a2e_b.jpg,True,True,False
32716685991_cb8a1ae368_b.jpg,True,True,True
32719264461_5e0e28eac6_b.jpg,False,True,True
32719483621_0edce30821_b.jpg,False,True,True
32719593351_ee1f87d42c_b.jpg,False,True,True
32720291451_951a942087_b.jpg,True,True,True
32722099891_7c0b96e088_b.jpg,False,True,True
32728340301_500c38fd6f_b.jpg,True,False,True
32737940525_9d55356498_b.jpg,True,True,True
32737978975_625eb1ae97_b.jpg,True,True,True
32757934460_45579e0202_b.jpg,True,True,True
32768206652_bc0f38233b_b.jpg,False,True,True
32796396196_36ec2d13b8_b.jpg,True,True,False
32796409196_eb4f283ae3_b.jpg,True,True,False
32796690256_59fe266c8e_b.jpg,True,True,False
32796717686_e7025f74af_b.jpg,True,True,True
32797217986_ba4f33e7e0_b.jpg,True,True,False
32797273846_81e29fd85a_b.jpg,False,True,True
32797524146_d3d6113e07_b.jpg,True,True,False
32797533486_385f434253_b.jpg,True,True,False
32798032886_3f807d14f3_b.jpg,True,True,False
32798785526_e335d379e1_b.jpg,True,True,False
32798848206_d3a3c5fe35_b.jpg,False,True,True
32799369056_2c40affcab_b.jpg,True,True,True
32804150538_7b19641593_b.jpg,False,False,True
32832909928_b60f049912_b.jpg,False,True,True
32837698025_65a9e0ac62_b.jpg,True,True,False
32837815135_e4d2b42b24_b.jpg,True,True,True
32837855365_0680d3df74_b.jpg,True,True,False
32838039005_d1d40b6c72_b.jpg,True,True,False
32839118085_a6f663f4a8_b.jpg,True,True,False
32842950895_a388180f78_b.jpg,False,True,True
32843126555_aa09f141ff_b.jpg,False,True,True
32843144635_8b9a412fdc_b.jpg,False,True,True
32852664517_f13e8313df_b.jpg,False,True,True
32855340830_da87b13c2c_b.jpg,True,True,True
32855549980_49e20920da_b.jpg,True,True,True
32857102840_c1eb3ab0fa_b.jpg,False,True,True
32862256150_d20ec1c12d_b.jpg,False,True,True
32863335140_17546566ca_b.jpg,False,True,True
32863432620_0371bac8fd_b.jpg,True,True,True
32876648241_2e282c3f39_b.jpg,True,True,True
32905082938_a743f478a9_b.jpg,True,True,False
32914250840_f4fd8c963e_b.jpg,False,True,True
32934807527_d2e2688a5e_b.jpg,False,True,True
32952091442_a15b57172d_b.jpg,False,True,True
32952092152_9414f66210_b.jpg,False,False,True
32952092692_bd171ac049_b.jpg,True,False,True
32963293214_7917aacf0f_b.jpg,True,False,False
32974370338_7cbc6b07a4_b.jpg,True,True,False
32974454458_3f69ca591c_b.jpg,True,False,True
32978038792_80a168d360_b.jpg,False,True,True
32981743632_f7dcbc17fe_b.jpg,True,True,False
32982495752_ca6550ce3c_b.jpg,False,True,True
32983030562_9fb4fd365c_b.jpg,True,True,True
32987340520_25cb693d86_b.jpg,True,True,False
32999457708_b625209ef8_b.jpg,False,True,True
32999590358_33cd0eb1fb_b.jpg,False,True,True
33007372031_7ec7604ce0_b.jpg,False,True,False
33007389881_ec8dd8e868_b.jpg,False,True,False
33011735951_8e12c738fe_b.jpg,True,True,False
33011979761_083d1121d7_b.jpg,True,True,True
33012601341_1b2a863b8d_b.jpg,True,True,True
33013189351_ecf83a9507_b.jpg,True,True,True
33078634268_bdf67f1c63_b.jpg,False,True,True
33078636228_f94db38aa6_b.jpg,False,True,True
33080229620_8a135cf3cd_b.jpg,True,True,True
33080276100_5f445ff2ca_b.jpg,True,True,True
33080296690_d584fd3db1_b.jpg,True,True,True
33080360260_fce035d286_b.jpg,True,True,True
33080421190_aaf45f7ebf_b.jpg,True,True,True
33080432490_fc2486f29d_b.jpg,True,True,True
33088360193_713a503e9f_b.jpg,True,True,True
33089327442_cf721543b5_b.jpg,False,True,True
33089356982_47731ed822_b.jpg,False,True,True
33089681722_1e25bab777_b.jpg,False,True,True
33089714482_0c5157219c_b.jpg,False,True,True
33090156932_0319b642d7_b.jpg,True,True,True
33093230066_b257ab0585_b.jpg,False,True,True
33093746296_78542c6d6c_b.jpg,True,True,True
33097115456_3e04a3330f_b.jpg,True,True,True
33097214206_dc0d1b241c_b.jpg,True,True,False
33098746316_e51754a67b_b.jpg,False,True,True
33100203598_9e4ced8a11_b.jpg,False,True,True
33116563128_a8809fc3be_b.jpg,False,True,True
33135335281_69b729868b_b.jpg,True,True,True
33135366981_2bf9c2a065_b.jpg,True,True,True
33135372331_7512a32980_b.jpg,True,True,True
33135396601_d771761784_b.jpg,True,True,True
33138921825_1c6c144a16_b.jpg,True,True,True
33140161945_2dfe7842a3_b.jpg,True,True,True
33147054874_3c8ebcf2dc_b.jpg,True,True,True
33156241720_7f385d9455_b.jpg,True,True,False
33179762130_2cde974320_b.jpg,True,True,True
33180816580_d1e1e082f5_b.jpg,True,True,True
33180817420_fc696b0c9f_b.jpg,False,True,True
33192433678_33c345d8ef_b.jpg,True,True,False
33196362566_06b4677770_b.jpg,True,True,False
33196532106_daf52ffc50_b.jpg,False,True,True
33204067136_b45b7d280d_b.jpg,False,True,True
33204084096_53acc29a9c_b.jpg,False,True,True
33204373016_4464c213a7_b.jpg,False,True,True
33214604362_7bd458ff90_b.jpg,True,True,False
33222147726_70d630f2d5_b.jpg,True,True,True
33233344468_bbd09627a3_b.jpg,False,True,True
33246129025_821b138a2c_b.jpg,False,True,True
33249489136_080a6d72c5_b.jpg,False,False,True
33256301866_d23339cd28_b.jpg,False,True,True
33261979725_296ab33d06_b.jpg,True,True,True
33263773715_764e57dcf3_b.jpg,True,True,True
33263795175_428f18856d_b.jpg,True,True,False
33263822755_b60da79f3d_b.jpg,True,True,True
33263847565_3b8944d4f3_b.jpg,True,True,True
33294073873_9b5375982b_b.jpg,False,True,True
33297108555_69503f03bc_b.jpg,False,True,True
33299438245_9e263feb72_b.jpg,True,True,True
33307543752_9772ba6eb3_b.jpg,False,True,True
33307581152_e73f1af394_b.jpg,True,True,True
33307703172_c314b6522e_b.jpg,True,True,True
33307772832_4428894aa4_b.jpg,True,True,True
33308656248_932f8c20f9_b.jpg,False,True,True
33322211450_5f37db1a2e_b.jpg,False,True,True
33327917030_f9a3f8a8d4_b.jpg,True,True,True
33327917490_2b3f1e6ae1_b.jpg,False,True,True
33335417831_532d990607_b.jpg,True,True,True
33335705491_118cb3da9f_b.jpg,True,True,True
33407102682_82641a2525_b.jpg,True,True,True
33414341462_0462879f1c_b.jpg,False,True,True
33423046186_906699cd1f_b.jpg,True,True,True
33463204465_0c314efa81_b.jpg,True,True,True
33463634315_3df45eceb8_b.jpg,True,True,True
33463660615_8d0d1e0cc8_b.jpg,True,True,True
33463734145_f81f7e2a10_b.jpg,True,False,True
33463740235_7e2319cc3c_b.jpg,True,True,True
33495304305_15b7f32bcc_b.jpg,True,False,False
33496800885_389aa4efd9_b.jpg,True,True,False
33500020293_c64c4c1a4c_b.jpg,False,True,True
33505104675_6f9653d1c5_b.jpg,True,True,True
33523378276_9ccda17429_b.jpg,True,True,False
33523380646_10b72dd5e0_b.jpg,True,True,True
33523380776_e7e2afe7fa_b.jpg,True,True,True
33523381166_39580d2099_b.jpg,True,True,True
33556956278_ee7f7543bd_b.jpg,False,True,True
33560551644_efef036140_b.jpg,False,False,True
33560573684_61b6815ee4_b.jpg,True,True,True
33560613644_b7a217eb20_b.jpg,True,False,True
33576022231_0cddc65a29_b.jpg,False,True,True
33581799560_7ab704663a_b.jpg,True,True,False
33582777361_4d4cc34035_b.jpg,False,True,True
33585002513_8006d50347_b.jpg,True,True,True
33592405883_f03c4b9d24_b.jpg,True,False,True
33602584778_6f35e24d1e_b.jpg,False,True,True
33619960268_d26f2d89c6_b.jpg,False,True,False
33666478630_2c90b9237b_b.jpg,True,True,False
33667645686_886390b5c1_b.jpg,True,True,True
33670820343_3dde4dd965_b.jpg,False,False,True
33671153866_c1376319e8_b.jpg,True,True,False
33678454228_564bc54e84_b.jpg,False,True,False
33679785214_782a52ce9f_b.jpg,False,True,True
33682643376_1c4192afc5_b.jpg,True,True,True
33697578761_5be48a1338_b.jpg,False,True,True
33711955985_fb0c53fd98_b.jpg,False,True,True
33711975325_28d332df24_b.jpg,False,True,True
33711998218_f82abab345_b.jpg,True,True,True
33720944211_a438783532_b.jpg,True,False,True
33754703788_4933371fd0_b.jpg,False,True,False
33760904014_5d3558a313_b.jpg,True,True,True
33760934834_e317b437cb_b.jpg,True,True,False
33779923338_2ce2ab1433_b.jpg,False,True,True
33793941093_3647ca4e62_b.jpg,True,True,True
33794053233_db87f727f2_b.jpg,True,True,True
33799185275_e66a04f2a1_b.jpg,True,True,False
33860509284_3c924c5e71_b.jpg,False,True,True
33860674001_25117505bd_b.jpg,True,True,False
33860929051_8dd81c3671_b.jpg,True,True,True
33860944651_fc4b3f483b_b.jpg,True,True,True
33860948741_faf3a1de24_b.jpg,True,True,True
33860960091_faa4316982_b.jpg,True,False,True
33875076243_f187744000_b.jpg,True,True,True
33918987998_d1e5796bde_b.jpg,True,False,True
33946635788_9da228068e_b.jpg,False,True,True
33948351742_a76c5cf068_b.jpg,True,True,True
33949138696_dd73c14f54_b.jpg,True,True,True
33975199561_4f05bb4619_b.jpg,False,True,True
33997738910_1e323fb0bd_b.jpg,True,True,True
34003067342_ac8020c9a2_b.jpg,True,True,False
34017550570_4a99ed7213_b.jpg,True,False,True
34017677890_ef767c31be_b.jpg,False,False,True
34017766570_ba41edb214_b.jpg,True,False,True
34051681032_3cf23b94c7_b.jpg,True,True,True
34109448620_c52dc20d14_b.jpg,True,True,False
34122482441_82fff7d478_b.jpg,True,False,True
34149911633_a078136b36_b.jpg,False,True,True
34197477314_4f1a9bb81d_b.jpg,False,True,True
34217820740_e2c5fcc047_b.jpg,True,True,True
34243071062_0f59967345_b.jpg,True,False,True
34271516491_73b0f4f15d_b.jpg,True,False,True
34271668371_634131f78b_b.jpg,True,False,True
34271756261_056c87bd56_b.jpg,True,False,True
34271770671_19c15d8362_b.jpg,False,False,True
34285585324_f45af4a2ff_b.jpg,True,True,True
34285585474_0d5f0de0cd_b.jpg,True,True,True
34285585904_d4d00ef5f7_b.jpg,True,False,False
34285586514_6ca1b86486_b.jpg,True,True,False
34285586804_fb709293ca_b.jpg,True,True,False
34285587834_96c4e7060a_b.jpg,True,True,True
34285589274_fe1bd223bd_b.jpg,True,True,True
34285595644_1b65712d1e_b.jpg,True,True,True
34320205773_2e9393d893_b.jpg,True,True,False
34320208163_172a2622f2_b.jpg,True,False,True
34320210463_bb76ec5a2a_b.jpg,True,False,True
34320222993_88930d6572_b.jpg,True,True,True
34320223373_5c71668393_b.jpg,True,True,True
34320246743_9ee6ae510d_b.jpg,False,True,True
34360480326_0b4bba6ced_b.jpg,True,False,True
34360523496_3927ea5331_b.jpg,True,False,True
34360629146_57aef014b9_b.jpg,False,False,True
34360737476_35305e6a0d_b.jpg,False,False,True
34360783296_ae27edac2c_b.jpg,True,True,True
34360806526_c36e8b93b1_b.jpg,True,False,True
34360814056_a5fdf30075_b.jpg,True,False,True
34360979786_f587fede34_b.jpg,False,True,False
34368433836_cec562aabf_b.jpg,False,True,True
34368458426_b7ef77fde9_b.jpg,True,False,True
34402318325_605275bb92_b.jpg,False,False,True
34402344635_3e88a2b12a_b.jpg,True,False,True
34402479575_2acbe4e777_b.jpg,False,False,True
34473534991_22bf86a9b0_b.jpg,True,True,True
34487221891_a9602f7ea1_b.jpg,True,True,False
34500056154_06303fa596_b.jpg,False,True,True
34501777145_8ac7e0fb50_b.jpg,False,True,True
34503853145_099783e9ec_b.jpg,True,True,False
34503871505_9aeeddb06c_b.jpg,True,True,True
34517880534_69cf0f6a3b_b.jpg,False,True,True
34522448225_83a8b77092_b.jpg,False,True,True
34541174331_665750bf05_b.jpg,True,True,True
34545803925_d61e3c34c4_b.jpg,False,True,True
34554468892_ab23ed9a25_b.jpg,True,True,True
34562527046_fe11225dd4_b.jpg,True,False,True
34562572096_67dbf3cd6b_b.jpg,True,False,True
34571065143_439bc92177_b.jpg,False,True,True
34603809305_30efcbfe3a_b.jpg,True,True,True
34624046135_590481cf5d_b.jpg,True,True,False
34684858805_827495fc04_b.jpg,False,True,True
34684859795_e0324da12f_b.jpg,False,True,True
34722028783_4f7d7f7b8c_b.jpg,True,True,False
34743912910_18809c17f9_b.jpg,True,True,True
34743928190_0667dd75e8_b.jpg,True,False,True
34747817584_798b7a5177_b.jpg,True,True,False
34759533376_78e40338cc_b.jpg,False,True,True
34814417422_d7bf29f7db_b.jpg,False,True,True
34814419262_1788ff188d_b.jpg,False,True,True
34817268435_98f24d4a49_b.jpg,False,True,True
34845757311_fc575bb9d5_b.jpg,True,True,True
34845761711_fa0eebeffc_b.jpg,True,True,True
34864610091_d2b4a729e5_b.jpg,True,False,True
34919765866_3287c53305_b.jpg,False,True,True
34937632886_d9e7928c76_b.jpg,True,True,True
34937658636_be59359e6e_b.jpg,True,True,True
34965700342_a0026498fa_b.jpg,True,True,True
34978183995_a33888ffb4_b.jpg,True,False,True
35126865543_215067d8b4_b.jpg,True,True,False
35130167055_0f2414d6c5_b.jpg,True,False,True
35142846176_0527dc426c_b.jpg,True,True,True
35142851816_3aa1204c63_b.jpg,True,True,True
35152204391_f96a0e0e69_b.jpg,False,True,True
35175311032_d0d18f8bff_b.jpg,False,False,True
35231026641_9249d3cbcc_b.jpg,False,True,True
35303497826_96caa64625_b.jpg,True,False,True
35321460136_207e6a06c5_b.jpg,True,True,True
35358461926_f9cc1b2e13_b.jpg,True,True,True
35459531646_0fc94e57db_b.jpg,False,True,False
36002335833_576ec8fd42_b.jpg,False,True,True
36205352765_77e142aff8_b.jpg,False,True,True
36205372605_02a7c040b2_b.jpg,True,True,False
36294793913_f59b63bd21_b.jpg,True,True,True
36376569404_955f45255f_b.jpg,True,False,False
36451154503_746e4dab13_b.jpg,False,True,True
36474962534_ffec8399ec_b.jpg,True,True,False
36498923463_fca9435ca3_b.jpg,True,True,False
36504769964_23d8b4b26e_b.jpg,True,True,False
36513380564_e49439c514_b.jpg,True,True,False
36528656483_7ddcae3b8c_b.jpg,False,True,False
36543154444_4969500f5d_b.jpg,True,True,False
36550521894_767c510961_b.jpg,True,True,False
36593749413_fa728c72b9_b.jpg,True,True,False
36593755023_303785b20f_b.jpg,True,True,False
36593757043_5b788d44b1_b.jpg,True,True,False
36593760293_285da02c8c_b.jpg,True,True,False
36614427104_3e78d1b46a_b.jpg,False,True,True
36614442324_cacfcaf4a6_b.jpg,False,True,True
36614456624_2f775c2fbc_b.jpg,True,False,True
36614464884_c47f33d12b_b.jpg,False,True,True
36614496554_2a48357c26_b.jpg,True,False,True
36614501194_61aa138e6d_b.jpg,False,True,True
36651398533_780b4ab0ef_b.jpg,False,False,True
36651409583_e3f07efe61_b.jpg,False,False,True
36651416623_885888e7c5_b.jpg,False,True,True
36654449583_f693042c8f_b.jpg,True,False,True
36654564443_f882072a52_b.jpg,True,True,True
36654772551_cd908b6763_b.jpg,False,True,True
36680584632_796dea2428_b.jpg,True,True,True
36701556433_342b38299a_b.jpg,False,True,True
36731637854_a721b2d30f_b.jpg,True,True,True
36770909383_de1aa855fb_b.jpg,True,False,True
36787058713_a7174a9017_b.jpg,False,True,True
36853034773_f48c1003ff_b.jpg,True,True,True
36853035353_77e03b0447_b.jpg,True,True,True
36857648724_8d53ca14b8_b.jpg,False,True,True
36887144104_f24116bd80_b.jpg,False,True,True
36966897424_c941190db5_b.jpg,True,True,False
37003432295_a2776e030c_b.jpg,True,True,True
37007802191_8515c1bebc_b.jpg,True,False,True
37025928726_c77f77e32d_b.jpg,True,True,False
37032221200_3c262500d7_b.jpg,True,True,True
37067009960_ca931e26aa_b.jpg,True,True,True
37067761710_76636675ec_b.jpg,False,True,True
37067768020_d309f1dde0_b.jpg,False,True,True
37093257912_24f333e4ed_b.jpg,True,False,True
37143103522_3af1d6d204_b.jpg,False,True,True
37150973416_8479bcf76e_b.jpg,False,True,True
37172367374_533d7e923d_b.jpg,True,True,False
37212759591_f76e29fff8_b.jpg,True,True,False
37252803721_e646d36050_b.jpg,True,True,False
37273211222_3efa77c3e0_b.jpg,True,False,True
37273683426_f721be81d8_b.jpg,True,False,True
37273691356_873541c253_b.jpg,True,False,True
37273695746_a7f141c37b_b.jpg,True,False,True
37273716266_fff1c8b6f9_b.jpg,False,False,True
37276725406_0895aa60df_b.jpg,False,True,True
37290138994_87aefbc2c8_b.jpg,False,True,True
37290564255_72c882bd59_b.jpg,True,True,False
37291402692_336f5dee25_b.jpg,False,True,True
37291412582_7e2c4b8cbe_b.jpg,True,False,True
37323941181_67122fc3d2_b.jpg,False,True,True
37357560296_981da99da0_b.jpg,True,True,True
37393653506_91bb3ef1dd_b.jpg,False,True,True
37393701606_c8d2252cc1_b.jpg,True,False,True
37393702986_71902c4581_b.jpg,True,False,False
37393706126_634da89c04_b.jpg,True,True,False
37395394285_c1c1681a64_b.jpg,True,False,False
37410151432_508eafebf0_b.jpg,True,False,True
37418401415_a99529deeb_b.jpg,False,True,True
37461512241_e2c2246c67_b.jpg,False,True,True
37490547960_c77acc862c_b.jpg,True,False,True
37500919811_a9f16d5b6d_b.jpg,False,True,True
37538096601_82a825f72f_b.jpg,False,True,True
37556378320_bc58e54e5c_b.jpg,False,True,True
37597635281_8f83951db6_b.jpg,True,True,True
37604824020_c83eb4e696_b.jpg,False,True,True
37630845371_1e2bb6e439_b.jpg,False,True,True
37636605455_f2f31825d3_b.jpg,True,True,True
37713957041_1cf129cb2f_b.jpg,False,True,True
37715694965_c31947707e_b.jpg,True,True,False
37762204696_8d9754535a_b.jpg,False,True,True
37787687136_6a4866bd28_b.jpg,False,True,False
37787687596_3abbaf49e2_b.jpg,False,True,True
37787688006_96a5b1ce19_b.jpg,False,True,True
37800923402_75c0c26312_b.jpg,False,True,False
37882611401_5ccc355479_b.jpg,True,True,True
37886593954_6e99b87e25_b.jpg,True,False,True
37934409734_4d9ceda6f3_b.jpg,False,True,True
37943398916_38066fb91b_b.jpg,True,False,False
37945984026_968a54c283_b.jpg,False,True,True
37999131311_442668aa5e_b.jpg,False,True,True
38067729362_2a54019de5_b.jpg,False,True,False
38079425942_2b379e39b2_b.jpg,True,True,True
38082368161_ed8a108d5a_b.jpg,False,True,True
38111317836_f9fdb3e0b3_b.jpg,False,True,True
38197911382_32432b1ce1_b.jpg,True,True,False
38214996195_f29191d8ae_b.jpg,True,True,True
38217525752_66181498f5_b.jpg,True,True,False
38230102541_aa30fe6b69_b.jpg,True,True,False
38276746914_18ba2c43b3_b.jpg,False,True,True
38301649044_16c170bcd9_b.jpg,False,True,True
38378477272_b69cc2cf16_b.jpg,False,True,True
38378479572_5a6ff46b51_b.jpg,False,True,True
38473931852_dab724124f_b.jpg,False,True,True
38476318720_6bcb5b445e_b.jpg,True,True,True
38529223290_094602a6d7_b.jpg,True,True,False
38620941764_2da777e49f_b.jpg,True,True,True
38652213620_7148c574e1_b.jpg,True,True,False
38653273300_66bb9139db_b.jpg,False,True,True
38656988244_1cb7b1b300_b.jpg,False,True,True
38664358095_b09a0e838b_b.jpg,True,True,False
38725700261_b43c8637a4_b.jpg,False,True,True
38806145794_d876a72269_b.jpg,False,True,False
38807661520_c5dd105319_b.jpg,False,True,True
38862750025_e2d00f5d5c_b.jpg,True,True,False
38884495152_3b667e4e2e_b.jpg,True,True,False
38920215942_48d80f911b_b.jpg,False,True,True
39034814625_3f7769c408_b.jpg,True,True,False
39044490705_15688356a0_b.jpg,True,False,True
39044497385_a7ef3d713d_b.jpg,True,False,True
39045792172_5012d74da4_b.jpg,False,True,False
39048000185_914fcc3b32_b.jpg,True,True,True
39048047615_dc84be0fa5_b.jpg,True,True,True
39048646455_b8076d9c46_b.jpg,True,False,True
39049505865_3e2fd2b6d2_b.jpg,True,True,True
39050273835_e222885166_b.jpg,True,True,False
39050274325_9489b8c3ea_b.jpg,True,True,False
39050274705_8a1833310c_b.jpg,True,True,False
39050731435_c14a15696b_b.jpg,True,True,False
39050788335_53ff28811c_b.jpg,True,True,True
39077827700_3044ca1bbc_b.jpg,True,True,False
39107987214_66c7f6c00f_b.jpg,True,True,False
39141917830_f1364629af_b.jpg,True,True,False
39141962760_76dcc034f7_b.jpg,True,True,False
39151628125_b8e3e6ff73_b.jpg,False,True,True
39153323470_1723f8ca35_b.jpg,True,False,True
39179329252_23a71bd708_b.jpg,False,True,True
39223209171_c4144122a1_b.jpg,False,True,True
39228094220_a6be707fcc_b.jpg,True,False,True
39231721024_513a3264ed_b.jpg,True,False,True
39231722624_2bfc0dd0fa_b.jpg,True,True,True
39231725954_8c82ec8727_b.jpg,True,True,False
39232624484_6e87d084c7_b.jpg,True,False,False
39232625504_396a0c7971_b.jpg,True,True,False
39232627424_c0c50dfcdd_b.jpg,True,False,True
39237264644_85cd993f94_b.jpg,True,True,True
39237270764_8ef2af893d_b.jpg,True,True,True
39237330264_7233a3efe1_b.jpg,True,True,True
39237331454_e853cc557f_b.jpg,True,True,False
39237332654_2dd0fd7b97_b.jpg,True,True,False
39274188872_13234a1cc2_b.jpg,True,True,True
39300394864_4463742640_b.jpg,False,True,True
39300396774_54ebe890ef_b.jpg,False,True,True
39314565481_6532dbd2c1_b.jpg,True,True,True
39328364501_eb334d669c_b.jpg,True,False,True
39443925845_cdf3be627a_b.jpg,True,True,True
39452387052_347be22877_b.jpg,True,True,False
39574875324_783696a0bf_b.jpg,True,False,True
39574899194_d4258de661_b.jpg,True,True,True
39580576160_ce8a6d88c5_b.jpg,True,True,False
39636974544_be36db453c_b.jpg,False,True,True
39648294583_947d871a54_b.jpg,False,True,True
39714459103_d0a13977dd_b.jpg,False,True,True
39716289461_9cff80460e_b.jpg,True,True,False
39716606011_fc44779262_b.jpg,False,True,True
39746942740_3003af9344_b.jpg,False,True,True
39755409290_abe2bceff3_b.jpg,True,True,True
39833185384_5519db58a0_b.jpg,True,True,False
39844864621_709bf7060e_b.jpg,False,True,True
39880743441_ea41c72448_b.jpg,True,False,True
39883664605_13ab815ec2_b.jpg,False,True,True
39884324555_3a2577875a_b.jpg,False,True,True
39884740383_ebe700aaf1_b.jpg,True,True,False
39907947723_20121e9d29_b.jpg,False,True,True
39909961442_9f0cc9789e_b.jpg,True,False,True
39909996742_4d43a9c500_b.jpg,True,True,False
39909997472_529d543846_b.jpg,False,True,True
39910832902_e78228fdf7_b.jpg,True,True,False
39910833522_e5e7830550_b.jpg,True,True,False
39914103762_f485e3fb11_b.jpg,True,False,True
39914114642_4bbc6932cc_b.jpg,False,False,True
39914158622_0d5214eca1_b.jpg,False,True,True
39914171062_6de97474a7_b.jpg,True,True,False
39914190812_b3da2bfd55_b.jpg,True,True,True
39914191602_2cdd67d01a_b.jpg,True,False,True
39915620522_c5827ff3f9_b.jpg,True,False,True
39923602971_6c9b8e2c34_b.jpg,True,True,True
39923611351_d77c7200b9_b.jpg,True,True,True
39931897901_dd3bdda23b_b.jpg,False,True,True
39932414761_182f0b0f7d_b.jpg,True,False,True
39942594361_6352ac1093_b.jpg,True,False,False
39942962541_a42bf57aaf_b.jpg,True,False,False
39946116071_1829a0711d_b.jpg,False,False,True
39946117831_c9dbba3336_b.jpg,False,False,True
39946120171_2019260ebe_b.jpg,False,False,True
